Job Title,Company,Job Description,Location,Link
Business Intelligence,STOCKBIT.COM,"We are seeking a Business Intelligence to join our team at Stockbit and Bibit.You will gather, analyze, and interpret data to deliver actionable insights that drive business decisions. As a Business Intelligence, your responsibilities will include:Gathering requirements from stakeholders for projects, dashboards, and other reporting needsExtracting, transforming, organizing, and analyzing data using tools such as Python, BigQuery, Excel, Tableau, or other relevant BI toolsDeveloping and enhancing internal reports and dashboards to meet business and internal requirementsConducting high-level analysis and sharing insights with business stakeholdersMaintaining an event tracker based on product or marketing metrics to gain insights into user behaviorManaging multiple projects and effectively communicating project status to internal stakeholdersStaying updated on the latest BI technologies and toolsAssisting with ad-hoc duties and requests from stakeholders as needed.RequirementsMinimum 1-2 years of experience in Business Intelligence or a similar role is preferred.Bachelor's degree in an analytical field such as Finance, Engineering, Mathematics, or Statistics. Fresh graduates are welcome to apply.Proficiency in SQLProven experience developing dashboards, preferably with TableauProficiency in Python and DBT (data build tool) is a plusStrong analytical skills and a curious mindsetEagerness and initiative to learn and adapt to new technologies, tools, and methodologiesExperience in stocks investing is a plusBenefitsSupportive teammatesHealth insurance benefitsSelf development activities that support careersHybrid working arrangement",Jakarta Raya,https://www.jobstreet.co.id/id/job/80039592?type=standard&ref=search-standalone
Senior Data Analyst,Data Analytics,"Get to Know the TeamWe aim to accelerate transition to analytical thinking in every corner of Grab Finance, by empowering the Finance stakeholders with data products, process automation and insights generation for better decision making in their regular performance review. By consolidating several data sources and streamlining the reporting process, the team have provided a more automated and accurate reporting process that incorporates both operational and financial perspectives and serves as the single source of truth for everyone. If you like a good challenge and love to find new ways of interpreting data then you're a perfect fit.Get to Know the RoleYou will be the expert in using data to analyze performance across markets and lines of business. You will partner with management and operational teams to dive deep into core issues and use data to provide solutions. Additionally, you'll collaborate with expert teams to roll out products and services, expanding Grab's data universe for richer insights and leading new data analytics capabilities within the Finance Data Warehouse. You'll reporting to Lead Data Scientist (Analytics), Finance Data & AI Transformation. You will be based onsite in Grab Jakarta office.The Critical Tasks You Will PerformBe our expert in using data to measure and analyse performance in each our markets and lines of business.Explore business issues/opportunities, uncover insights and identify targeted areas for business growth.Partner with the Finance teams to deep dive on core issues and use our data to find answers.Collaborate with multiple expert teams to rollout products/services and to expand Grab's universe of data for building richer insights.Lead new data analytics capability rollouts and data-led projects throughout Grab Finance functions.",Jakarta Raya,https://www.jobstreet.co.id/id/job/80764406?type=standard&ref=search-standalone
Data Privacy,PT Asuransi Allianz Life Indonesia,"What You do:Advise on applicable data privacy laws, regulations, regulatory guidance (“Data Privacy Laws”), and Allianz Privacy Standards and related rules (“Allianz Data Privacy Framework”) in the jurisdictionImplement the Allianz Data Privacy Framework in the OE, including resolving any conflicts between the provisions of the Allianz Data Privacy Framework and local laws and regulationAdvise on data privacy aspects in the OE’s day-to-day business activities to ensure the OE’s compliance with Data Privacy Laws and the Allianz Data Privacy FrameworkManagement of personal data incidents and breachesConduct and/or facilitate data privacy training for employees in the OE to advise them on their obligations and rights under the Allianz Data Privacy Framework and Data Privacy Laws, including tailored trainings for high-risk functionsWhat You need:Having education background in Law or qualified by experience in related diciplineGood understanding in local law & regulations and how to implemented itStrong communication & presentation skills: Ability to understand, elaborate and convey information clearly and effectively to a variety of stakeholders including senior management (both verbally and in writing)Expert Excel and PowerPoint skills to analyze data effectively and convey compelling and engaging messagesAllianz Group is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us.We at Allianz believe in a diverse and inclusive workforce and are proud to be an equal opportunity employer. We encourage you to bring your whole self to work, no matter where you are from, what you look like, who you love or what you believe in.We therefore welcome applications regardless of ethnicity or cultural background, age, gender, nationality, religion, disability or sexual orientation.Join us. Let's care for tomorrow.Note: Diversity of minds is an integral part of Allianz’ company culture. One means to achieve diverse teams is a regular rotation of Allianz Executive employees across functions, Allianz entities and geographies. Therefore, the company encourages its employees to have motivation in gaining varied skills from different positions and to collect experiences from across Allianz Group.",Jakarta Raya,https://www.jobstreet.co.id/id/job/72896484?type=standard&ref=search-standalone
Research Officer (Data Analyst),Berita Satu,"Hi, JobseekersGreetings from B-Universe (formerly BeritaSatu Media Holdings)This is a great opportunity for someone that is looking to gain experience, gain more responsibility and be part of a fast-growing Broadcast Media.We are looking for an immediate start, so please only apply if you are available now and willing to work on-site(Tokyo Hub PIK 2)Responsibilities:Collect, organize, and analyze data to explore issues, identify trends, and solve problems, in a wide range of issues, including digital infrastructure, healthcare, education, socio-politics financial markets and economics.Writing reports, essays, articles on research findings.Requirements :High integrity. Understand copyright and related rights.Advanced skills in spreadsheet (Excel or Google Sheets)Able to think visually.Having interpersonal skills.Having good written and verbal communication skills.Fluent in Bahasa Indonesia and English.Persistent and patient.Having advanced analytical skills.1-3 reserach experience in at least one the following sectors:  digital infrastructure, healthcare, education, socio-politics, financial markets and economics.Plus: Proficiency in data visualization, data base, or OSINTWilling to work on our HO (Tokyo Hub PIK 2)Senior level:Able to develop original research agendasHands-on experience handling projectsPublisher: B-UniverseSend us your application with comprehensive resume using format of .DOC or .PDF along with the latest photograph to[email protected]Apply Now",Jakarta Raya,https://www.jobstreet.co.id/id/job/79661426?type=standard&ref=search-standalone
Planner,kumparan,"What you’ll do:Solve problems like a pro - Craft strategies that drive results.Dive deep into data and turn it into actionable insights.Collaborate with awesome teams to bring ideas to life.Juggle multiple tasks - Manage projects with finesse.Pay attention to detail and think critically.What you'll need:2+ years of experience in digital media, advertising, or events.A brilliant mind and a wild imagination.Strong communication and presentation skills.Proficiency in MS Office Suite (Salesforce & ClickUp a plus).A can-do attitude and passion for results.",Jakarta Raya,https://www.jobstreet.co.id/id/job/80593964?type=standard&ref=search-standalone
Data Engineer,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"Technical1. PSQL (postgres SQL) including writing Functions (Mandatory)2. Basic Linux Shell Scripting (Mandatory)3. ETL Tools Informatica/Datastage/Airflow etc (Mandatory)4. Data Analysis/Mining skill to identify the Pattern in Data and investigate the issues(Mandatory)5. Database Postgres/Greenplum/mySQL knowledge (Advantage)Functional1. Working in Telco/Finance specially for reconciliation/Audit process (Advantage)Job Desc :1. Need to understand the current ecosystems of ETL2. Need to document all the process executing and data stream coming from varioussystems. Along with following details Source type, description, frequency, format, etc3. Need to understand the existing data storage and applications and best practices wefollow4. Develop Data Pipeline for up-stream and down-stream integration for data processingapplications both in real-time and batch.5. Optimize the Pipeline developed or existing pipeline if required to ensure the process isoptimized6. Enhance existing workflows to support the project task7. Support Operation team in case there are bugs in the release and develop fixes8. Automation of Report/Data feed delivery to business for tracking or reconciliationprocess9. Develop code which generate alarms in case the data is not in trend or not arrive ontime.",Jakarta Raya,https://www.jobstreet.co.id/id/job/79580362?type=standard&ref=search-standalone
"Driver / Data collector in Koper, Slovenia",TSMG,"Company descriptionTerry Soot Management Group (TSMG) is a field data collection company founded in 2017 in Europe.We collect data where automation is not possible. We count features, take pictures, make videos, record speech, and scan areas for every detail you need to make more informed decisions. Our field data collection teams are spread across Europe and North America, ready to accept new challenges.Project objectiveThe goal of the project is to help collect images of streets, main points of interest and public areas in the EU countries. The project is performed on cars with 360 cameras mounted on top that image the area around the vehicle and store those images on computers inside the vehicle. Later, this data will be used to enhance one the most popular online maps in the world.The data collectors will be given specific routes around public streets and areas, specifically targeting commercial districts and historical sites. Due to poor weather conditions some areas will be visited multiple times in order to collect the best quality of imaging. The project is expected to last at least 3 months and will cover different city/state zones.The ideal candidate enjoys driving, knows well the area, traffic trends, is highly responsible and reliable.The schedule expected on the project is Monday-Friday, 8 hours/day 40 hours per week. You can work more than 8 hours if you will.",Jawa Barat,https://www.jobstreet.co.id/id/job/78889501?type=standard&ref=search-standalone
Data Collection,PT. Sinar Jernih Sukses Indo,"Tentang Penugasan:
Kandidat harus bisa bekerja dalam tim.
Anda akan ditugaskan untuk bekerja 6 hari dalam seminggu, Anda mungkin akan bekerja pada hari libur jika diperlukan.
Kandidat harus dapat bekerja di kantor dan lapangan.
Tujuan Utama:
1. Melakukan pendataan untuk dilaporkan kepada Atasan Langsung
Pengalaman / Kriteria Penting:
1. Pria atau Wanita
2. Pendidikan min. D3 atau lebih tinggi
3. Lulusan baru dipersilahkan
4. Menguasai GForm dan GDrive. Menguasai Excel atau Google Spreadsheet lebih disukai.
5. Familiar dengan aplikasi Grab
Pengalaman/Kriteria yang diinginkan:
1. Memiliki kemampuan komunikasi yang baik
2. Memiliki kemampuan akurasi data yang baik
3. Bersedia bekerja di lapangan
4. Belajar dengan cepat
- Pria/Wanita
- Berpengalaman
- Diploma
- 20 - 35 Tahun
- Terima kandidat tanpa foto diri
- Provinsi sesuai penempatan kerja (Sumatera Selatan)","Palembang, Sumatera Selatan",https://www.jobstreet.co.id/id/job/80675130?type=standard&ref=search-standalone
Bioinformatics Scientist,PT Prodia Widyahusada Tbk,"Bachelor's Degree in Bioinformatics / Molecular / Biotechnology, Master's Degree will be an advantage. GPA min 3.00.Have minimum 2 year research / work experience using bioinformatics system / databaseAble to use software programming & database managementSkill: Python, R Studio, Galaxy, GATK (Genome Analysis Tool Kit)Attention to detail and strong analytical thinking",Jakarta Raya,https://www.jobstreet.co.id/id/job/77329123?type=standard&ref=search-standalone
Data Analyst,Rakamin,"Required qualificationBachelor’s Degree in human resources, business administration, data analytics, information system, or a related field.Proficiency with Excel, SQL, Tableau, Power BI, Python, or R for data analysis.Strong foundation in statistics, data interpretation, and modeling techniques.Analytical mindset with problem-solving capabilities.Detail-oriented with the ability to translate data into actionable insights.3-5+ years of experience in business analysis, preferably within the HR services industry.Job descriptionHR Process Analysis & Improvement:Analyze existing HR processes and identify inefficiencies, gaps, or opportunities for improvement.Develop business cases for HR service enhancements, recommending process improvements and workflow optimizations.Data Analysis & Reporting:Collect, analyze, and interpret HR data to generate actionable insights related to recruitment, employee retention, compensation, performance, and more.Build and maintain HR dashboards and reports for senior management, helping to drive data-driven decisions.Consulting & Advisory Services:Propose and design technology or process solutions that meet business requirements.Advise clients on best practices in HR management and human capital strategy.Conduct workshops and training sessions for HR teams and business leaders on new processes or technologies.Translate business needs into detailed functional and technical requirements for developers and IT teams.Project Management:Manage and deliver HR consulting projects from inception to completion.Coordinate with internal and external stakeholders to ensure project milestones are met on time and within budget.Client Management:Serve as the primary point of contact for clients, ensuring clear communication, timely delivery of solutions, and high levels of client satisfaction.Understand client needs, translate them into actionable requirements, and collaborate with internal teams to deliver solutions.",Jakarta Raya,https://www.jobstreet.co.id/id/job/80163449?type=standard&ref=search-standalone
M&E Data Assistant,Company Confidential,"Summary Information·       Department: MERL, Global Programs·       Location(s): Indonesia (Remotely)·       Commitment:  110-120 working days (6 months contract)·       Desired start date and duration: 1st July 2024 to 31st  Dec 2024·       Under direction of:  Supply Chain and Project M&E ManagerConsultancy SummaryThe Rainforest Alliance is creating a more sustainable world by using social and market forces to protect nature and improve the lives of farmers and forest communities. To achieve our mission, we partner with diverse allies around the world to drive positive change across global supply chains and in many of our most critically important natural landscapes.Our alliance spans 70 countries and includes farmers and forest communities, companies, governments, civil society, and millions of individuals. Together we work to protect forests and biodiversity, take action on climate, and promote the rights and improve the livelihoods of rural people.As an international nonprofit organization with more than 35 years of experience in sustainability transformation, we understand that the social and economic well-being of rural communities is tightly connected to ecosystem health. This knowledge has shaped our rigorous programs to advance sustainable land-use and commodity production.At the Rainforest Alliance we combat climate change, protect forests and biodiversity, promote human rights, and improve livelihoods. The enormity of the social and environmental challenges we are facing requires working together in a broad alliance. This is why we bring farmers, forest communities, companies, and consumers together to change the way the world produces, sources, and consumes.WhyTo protect nature and improve lives it’s becoming increasingly urgent that we approach the way we use our land and produce food and other products in more sustainable ways. For this to succeed we need to fundamentally change the way that businesses operate and source, and the choices we all make as consumers.HowOur growing global alliance aims to transform our relationship with our natural resources and each other, to create a better future for people and nature together.Overview Nescafé is committed to accelerating their regenerative transition and supporting producers within their coffee supply chain to become more efficient, resilient and prosperous, at scale.  For the past 10 years, the Rainforest Alliance has been Nescafé’s partner, providing in-depth, science backed impact monitoring and evaluation to support Nescafé’s adaptive management towards this commitment. This partnership entered a new phase in 2024, expanding in scope to cover 15 origins and expanding beyond the Nescafe Farmer Connect producers to also include Nescafe’s vendors. In addition, the M&E work will look further into adoption of regenerative agriculture, inclusive livelihoods (through living income and poverty analysis), and carbon.The Rainforest Alliance is looking for an M&E Data Assistant to support managing monitoring and evaluation data collected from coffee farmer samples in each project location in the templates provided by Rainforest Alliance and Nescafe team, as well as conducting data review and clean-up, updating the data validation status in the Excel data template of survey app web and updating to the internal RA M&E team. The M&E Data Assistant consultant will work closely with the Rainforest Alliance team, in particular the Supply Chain and Project M&E Manager and Senior Associates.Main ObjectivesThe M&E Data Assistant supports Rainforest Alliance in managing the M&E data in the database, including ensuring data clean up, data quality control, and uploading into database system.Contractor Services at a minimum, must include:Migrate M&E data from survey data entry template into database template for Power BI data visualization provided by Rainforest Alliance and Nescafe team.Maintain M&E data in the database system.Support M&E data review and cleaning .Update the data validation status in the Excel data template of survey app web and confirm to the internal RA M&E team.Attend regular meetings with Rainforest Alliance and Nescafe team.Selection CriteriaBachelor’s degree in agriculture, forestry, statistics or natural scienceAt least 2-3 years of experience in data managementSkilled user of databases for entering, reviewing, cleaning and analysing dataDemonstrated attention to detail and multitasking skillsExcellent in MS ExcelGood knowledge of agriculture or forestry, a plusProven ability to meet deadlines and flexible approaches to problem solving with demonstrated experience in setting prioritiesStrong people skills and ability to work in a multicultural environmentExcellent English communication skills (oral and written)Proposal Process and FormatPlease send the following documentation no later than30 June 2024.Thank you for your interest in working with The Rainforest Alliance",Jakarta Raya,https://www.jobstreet.co.id/id/job/76846351?type=standard&ref=search-standalone
Computer Vision Engineer (C/C++),PT Alfabeta Solusi Nusantara,"Deskripsi Pekerjaan:Kami mencari Computer Vision/Deep Learning Enthusiast yang passionate dengan dunia data scientist, dan berpengalaman membangun aplikasi berbasis deep learning dan computer vision yang terhubung dengan aplikasi MVC, dan juga bekerja sama dengan tim secara kondusif sehingga menghasilkan aplikasi dengan maintainability yang tinggi serta memenuhi requirement specification aplikasi yang diberikan di awal.Di posisi ini, Anda akan mengaplikasikan ilmu programming Anda dengan spesifikasi sebagai berikut:Bahasa pemrograman C/C++Bahasa pengaturan database RDBMDS seperti PostgreSQL atau MySQL, dan NoSQL seperti MongoDB, Cassandra, atau RedisPenguasaan operating system terutama Unix-like environment dan WindowsTerbiasa menyiapkan unittest untuk setiap fitur aplikasi, dengan memakai testing framework yang dikuasaiTerbiasa membangun aplikasi dengan menggunakan version control system seperti SVN, Git, atau MercurialTerbiasa menulis dokumentasi untuk setiap fitur yang dibangunPersyaratan:Memiliki pengetahuan yang mendalam tentang machine learning, computer vision, dan/atau GPU programmingMemiliki pengalaman dua tahun atau lebih di bidang pengembangan aplikasi.Memiliki pengalaman serta menguasai dengan baik database, seperti MySQL, PostreSQL, dan/atau OracleMemiliki pengalaman dan menguasai dengan baik desain data structures, alogaritma, dan analisis basic complexityMemiliki kemampuan untuk beradaptasi terhadap perubahan prioritas dalam melakukan pekerjaanMemiliki kemampuan untuk bekerjasama dalam timMemiliki kemampuan komunikasi yang baik secara verbal maupun tertulisKemampuan Programming:C/C++Penguasaan OpenVino, R, CUDA/OpenCL, Matlab, Golang, Haskell, NodeJS, Ruby, atau Python adalah poin lebihPenguasaan tentang algoritma dasar machine learning, computer vision, dan gpu programmingPengetahuan OOP dan RDBMS/NoSQL database yang mendalamTest-Driven/Behavior-Driven DevelopmentGit/SVN/MercurialWindows dan UNIX-based OSMenulis jelas, efisien dan melindungi kodeMenulis kode yang well-documented",Jakarta Raya,https://www.jobstreet.co.id/id/job/80255390?type=standard&ref=search-standalone
Senior Data Processor,PT Fugro Indonesia,"Job DescriptionResponsibility:Is responsible for collating, processing, and presenting data on, and/or leading, projects of medium to high complexity.Is ultimately responsible for the processing of relevant data (including error analyses and corrections), the compilation and presentation of data deliverables, the appropriate QC of data and deliverables and the management and production of data deliverables.May have some responsibility for maintaining and performing the standard peer review procedures on all deliveries before being sent to the client.Is responsible for all aspects of the project related to relevant data acquisition (completeness and quality) and delivery, including the supervision/training of team members.Provides technical input for tenders, assists with the establishment and compilation of project procedures and makes recommendations.Requirements:Has expert expertise in discipline applicable data processing/GIS software and keeps up to date on latest revisions.Has a university degree and/or background in surveying, combined with proven offshore experience (5 years min) in marine hydrographic / geophysical survey data acquisition, processing, and reporting. It is expected that this would have been in support of the marine oil & gas, offshore wind farm, hydrographic, or submarine cable industries.Strong analytical skills are essential, and experience with CARIS or similar hydrographic data processing software preferred.A working knowledge of GIS would be advantageous.Strong ability in verbal and written English (technical) language is necessary.IMCA Job Function criteria for this role will be applied to the review process.Disclaimer for recruitment agencies:Fugro does not accept any unsolicited applications from recruitment agencies. Acquisition to Fugro Recruitment or any Fugro employee is not appreciated.","Pasar Minggu, Jakarta Raya",https://www.jobstreet.co.id/id/job/76174318?type=standard&ref=search-standalone
Data Security and Privacy Officer,PT Mid Solusi Nusantara (MEKARI),"Job DescriptionIn collaboration with related teams, develop and maintain data flow diagrams, data catalog, and all other relevant metadata for data security and privacy.Exercise supervision and control of data management life cycle, including but not limited toApply policy, standard, and guideline concerning data managementVerify and escalate issues concerning policy, standard, and guideline of data managementTrack changes to organization relevant for data management practice and update policy, guideline, and standardManage and implement projects concerning data security & privacy protection anonymization/pseudonymization, encryption/hashing, least privileged/privileged access, and others.Develop and maintain automation necessary to support and monitor data management practice.RequirementsFair command of active and passive englishStrong logical thinking to apply policy, guideline, standard, and potentially revealStrong foundational technical knowledge to assess data security and privacy.Good skills in basic scripting and automation skills are mandatory.",Jakarta Raya,https://www.jobstreet.co.id/id/job/76146987?type=standard&ref=search-standalone
Data Security and Privacy Officer,PT Mid Solusi Nusantara (MEKARI),"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions—including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses.In our 10+ years of journey we have reached over 1 Million platform users, and we're not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are eager to grow and create their #BiggestImpact.Job DescriptionIn collaboration with related teams, develop and maintain data flow diagrams, data catalog, and all other relevant metadata for data security and privacy.Exercise supervision and control of data management life cycle, including but not limited toApply policy, standard, and guideline concerning data managementVerify and escalate issues concerning policy, standard, and guideline of data managementTrack changes to organization relevant for data management practice and update policy, guideline, and standardManage and implement projects concerning data security & privacy protection anonymization/pseudonymization, encryption/hashing, least privileged/privileged access, and others.Develop and maintain automation necessary to support and monitor data management practice.RequirementsFair command of active and passive englishStrong logical thinking to apply policy, guideline, standard, and potentially revealStrong foundational technical knowledge to assess data security and privacy.Good skills in basic scripting and automation skills are mandatory.Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.Don't forget to check our Recruitment FAQ at bit.ly/RecruitmentFAQ-Mekari [ENG] or bit.ly/RekrutmenMekari-FAQ [INA] to find the answers to commonly-asked questions regarding our recruitment process.We wish you the best. Hope to see you around soon!",Jakarta Raya,https://www.jobstreet.co.id/id/job/79686682?type=standard&ref=search-standalone
Business Intelligence Analyst,PT Moladin Digital Indonesia,"Moladin is Indonesia’s leading used car fintech and marketplace. We are transforming the used car industry by empowering all players using our proprietary operational, financing, AI and IoT capabilities. We target to continue to grow strongly and explore more opportunities in the coming years. As a Tech start-up, we have one of the most seasoned and deep management teams plus have received strong financial backing from top investors including Sequoia Capital, Rocket Internet, East Ventures, Northstar, and DST Global. We have offices based in Indonesia and an office in Singapore. The successful candidate will be responsible for enabling data-driven business decisions by turning complex data into meaningful and easy-to-understand insights. This position offers the opportunity to join an innovative and dynamic team alongside a growing network of dealers and agents.ResponsibilitiesETL, analyze complex data sets and develop relevant reports and dashboards to support company-wide decision-making.Identify data quality and data structure issues, and work with the appropriate stakeholders to address them.Collaborate with internal teams to understand their reporting needs and proactively identify opportunities for analysis.Maintain and improve existing reports and dashboards, and implement new ones.RequirementsMinimum Bachelor’s Degree in Computer Science, Statistics, Mathematics, or in a relevant field with a strong academic track record.Have at least 1 year of professional experience in Business Intelligence or data-related roles.Highly proficient in SQL and familiarity with visualization tools like Looker Studio, Metabase, or Tableau.Strong analytical and problem-solving skills, with the ability to not only identify bugs but also gather insights and interpret complex data sets.Ability to manage multiple priorities in a fast-paced environment.Good communication skills and ability to collaborate effectively with cross-functional teams.Fluent in English.","Kebayoran Lama, Jakarta Raya",https://www.jobstreet.co.id/id/job/73808201?type=standard&ref=search-standalone
Data Analyst,Rakamin,"Required qualificationBachelor’s Degree in human resources, business administration, data analytics, information system, or a related field.Proficiency with Excel, SQL, Tableau, Power BI, Python, or R for data analysis.Strong foundation in statistics, data interpretation, and modeling techniques.Analytical mindset with problem-solving capabilities.Detail-oriented with the ability to translate data into actionable insights.3-5+ years of experience in business analysis, preferably within the HR services industry.Job descriptionHR Process Analysis & Improvement:Analyze existing HR processes and identify inefficiencies, gaps, or opportunities for improvement.Develop business cases for HR service enhancements, recommending process improvements and workflow optimizations.Data Analysis & Reporting:Collect, analyze, and interpret HR data to generate actionable insights related to recruitment, employee retention, compensation, performance, and more.Build and maintain HR dashboards and reports for senior management, helping to drive data-driven decisions.Consulting & Advisory Services:Propose and design technology or process solutions that meet business requirements.Advise clients on best practices in HR management and human capital strategy.Conduct workshops and training sessions for HR teams and business leaders on new processes or technologies.Translate business needs into detailed functional and technical requirements for developers and IT teams.Project Management:Manage and deliver HR consulting projects from inception to completion.Coordinate with internal and external stakeholders to ensure project milestones are met on time and within budget.Client Management:Serve as the primary point of contact for clients, ensuring clear communication, timely delivery of solutions, and high levels of client satisfaction.Understand client needs, translate them into actionable requirements, and collaborate with internal teams to deliver solutions.",Jakarta Raya,https://www.jobstreet.co.id/id/job/80163449?type=standard&ref=search-standalone
Business Intelligence Intern (Next Level Internship),PT Mid Solusi Nusantara (MEKARI),"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Mekari Talenta, Mekari Jurnal, Mekari KlikPajak, Mekari Qontak, Mekari Flex, & Mekari Sign) have been used by tens of thousands of businesses in Indonesia.To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.Job Descriptions:Define and implement BI & analytic strategies to uncover actionable insights and opportunities from our existing data.Performs analysis and generates insights and recommendations to support the business/product in decision-making.Improve processes by applying BI best practices.Manage data products and disseminate information.Consulting with internal customers (e.g. Operation, Commercial, Product, etc) to develop analyses that lead to actionable insights.Collect data from multiple sources to create integrated views that can be used to drive decision-making.In charge of the day-to-day analytical requirements, communicating issues, suggesting remedial action and improvements where appropriate.Oversee the execution of strategy recommendations for intelligence/data-driven capacity.Accountable for data integrity and quality, ensuring it is continuously maintained and improved.Develop and update technical documentation as necessary.Requirements/Qualifications:Final year student or fresh graduate in a quantitative discipline such as Computer Science, Engineering, Statistics, or MathematicsAnalytical mindset and ability to see the big picture and influence others.Detail-oriented and must have an aptitude for solving unstructured problems. The role will require the ability to extract data from various sources and to design/construct/execute complex analyses to come up with data/report that help solve the business problem.Familiarity with data warehouse design (e.g. dimensional modeling) and data mining.Familiar with one or more languages for querying (e.g. SQL, PostgreSQL).Familiar with Big Data/Analytics Platforms like R, Phyton is preferred.Familiar with BI tools like Tableau, Looker or similar.Proven abilities to take initiative and be innovative.Analytical mind with a problem-solving aptitude.",Jakarta Raya,https://www.jobstreet.co.id/id/job/77245492?type=standard&ref=search-standalone
Business Intelligence,STOCKBIT.COM,"We are seeking a Business Intelligence to join our team at Stockbit and Bibit.You will gather, analyze, and interpret data to deliver actionable insights that drive business decisions. As a Business Intelligence, your responsibilities will include:Gathering requirements from stakeholders for projects, dashboards, and other reporting needsExtracting, transforming, organizing, and analyzing data using tools such as Python, BigQuery, Excel, Tableau, or other relevant BI toolsDeveloping and enhancing internal reports and dashboards to meet business and internal requirementsConducting high-level analysis and sharing insights with business stakeholdersMaintaining an event tracker based on product or marketing metrics to gain insights into user behaviorManaging multiple projects and effectively communicating project status to internal stakeholdersStaying updated on the latest BI technologies and toolsAssisting with ad-hoc duties and requests from stakeholders as needed.RequirementsMinimum 1-2 years of experience in Business Intelligence or a similar role is preferred.Bachelor's degree in an analytical field such as Finance, Engineering, Mathematics, or Statistics. Fresh graduates are welcome to apply.Proficiency in SQLProven experience developing dashboards, preferably with TableauProficiency in Python and DBT (data build tool) is a plusStrong analytical skills and a curious mindsetEagerness and initiative to learn and adapt to new technologies, tools, and methodologiesExperience in stocks investing is a plusBenefitsSupportive teammatesHealth insurance benefitsSelf development activities that support careersHybrid working arrangement",Jakarta Raya,https://www.jobstreet.co.id/id/job/80039592?type=standard&ref=search-standalone
Senior Data Analyst,Data Analytics,"Get to Know the TeamWe aim to accelerate transition to analytical thinking in every corner of Grab Finance, by empowering the Finance stakeholders with data products, process automation and insights generation for better decision making in their regular performance review. By consolidating several data sources and streamlining the reporting process, the team have provided a more automated and accurate reporting process that incorporates both operational and financial perspectives and serves as the single source of truth for everyone. If you like a good challenge and love to find new ways of interpreting data then you're a perfect fit.Get to Know the RoleYou will be the expert in using data to analyze performance across markets and lines of business. You will partner with management and operational teams to dive deep into core issues and use data to provide solutions. Additionally, you'll collaborate with expert teams to roll out products and services, expanding Grab's data universe for richer insights and leading new data analytics capabilities within the Finance Data Warehouse. You'll reporting to Lead Data Scientist (Analytics), Finance Data & AI Transformation. You will be based onsite in Grab Jakarta office.The Critical Tasks You Will PerformBe our expert in using data to measure and analyse performance in each our markets and lines of business.Explore business issues/opportunities, uncover insights and identify targeted areas for business growth.Partner with the Finance teams to deep dive on core issues and use our data to find answers.Collaborate with multiple expert teams to rollout products/services and to expand Grab's universe of data for building richer insights.Lead new data analytics capability rollouts and data-led projects throughout Grab Finance functions.",Jakarta Raya,https://www.jobstreet.co.id/id/job/80764406?type=standard&ref=search-standalone
Bioinformatics Scientist,PT Prodia Widyahusada Tbk,"Bachelor's Degree in Bioinformatics / Molecular / Biotechnology, Master's Degree will be an advantage. GPA min 3.00.Have minimum 2 year research / work experience using bioinformatics system / databaseAble to use software programming & database managementSkill: Python, R Studio, Galaxy, GATK (Genome Analysis Tool Kit)Attention to detail and strong analytical thinking",Jakarta Raya,https://www.jobstreet.co.id/id/job/77329123?type=standard&ref=search-standalone
